Ticker,Company,n_months_shorted,total_pnl_book,avg_trade_return,best_month,worst_month,hit_rate,n_stops_triggered,avg_weight,avg_mktCap_AUDm,avg_short_pct,first_date,last_date
FML,FOCUS MINERALS LTD ORDINARY,7,-0.0058032971216704496,-0.04523513670918127,0.2480768789906458,-0.37037033357738114,0.42857142857142855,0,-0.01671105958551705,161.3063817142857,0.0014285714285714286,2024-07-26,2026-04-24
TLX,TELIX PHARMACEUTICAL ORDINARY,4,-0.0061601395506451755,-0.08227832685463826,0.12550335123723566,-0.2949999809265136,0.25,0,-0.017392619479733817,3794.313599,13.875,2026-01-30,2026-04-24
LKE,LAKE RESOURCES ORDINARY,24,-0.006175349770585399,-0.006388001768156172,0.4,-1.1714284923611857,0.6666666666666666,0,-0.016718844314991713,178.96916099999999,2.40875,2023-06-30,2025-12-24
IRE,IRESS LIMITED ORDINARY,3,-0.006372336074204755,-0.1210118167041273,0.045012197834082834,-0.38841565573831605,0.3333333333333333,0,-0.016760828625235407,1738.5775999999998,2.4833333333333334,2023-11-24,2024-01-25
BGA,BEGA CHEESE LTD ORDINARY,10,-0.006409837680678555,-0.03304143307342816,0.059625197863054646,-0.15438604033484205,0.4,0,-0.01687600676197781,1260.4979276,2.8,2023-06-30,2026-04-24
SXL,STHN CROSS MEDIA ORDINARY,13,-0.006610397328528266,-0.0239651433266139,0.16153837334805188,-0.21710536009249326,0.46153846153846156,0,-0.016827697509213698,175.66462115384613,0.9938461538461538,2023-09-29,2026-04-24
INR,IONEER LTD ORDINARY,12,-0.006740392291463873,-0.028445612467839887,0.3488372173613634,-0.25000004656612984,0.4166666666666667,0,-0.016646213454354606,191626.4439505833,4.0425,2023-12-29,2024-12-27
PWH,PWR HOLDINGS LIMITED ORDINARY,24,-0.006960201230215862,-0.010952872370480227,0.1358395364417343,-0.2555122984886493,0.4583333333333333,0,-0.016862605120812557,845.4649920833334,6.15375,2023-08-25,2026-04-24
VUL,VULCAN ENERGY ORDINARY,32,-0.00700604381342099,-0.006656924234392205,0.34472513597121346,-0.48792271644232477,0.5625,0,-0.016770929250445484,460.9047613125,4.65625,2023-06-30,2026-04-24
FBR,FBR LTD ORDINARY,11,-0.007666432327512159,-0.03598467884014562,0.631578924149852,-1.0,0.45454545454545453,0,-0.016594676972559716,116.2945850909091,0.34363636363636363,2023-10-27,2025-06-27
WGN,WAGNERS HLD COMPANY ORDINARY,6,-0.008015139411438645,-0.07085726359826194,0.12068964631322143,-0.3037036736152141,0.3333333333333333,0,-0.017005980016967136,449.2253755,0.37833333333333335,2023-06-30,2026-02-27
TER,TERRACOM LTD ORDINARY,10,-0.008524951268387902,-0.04284634844252737,0.31000002756714784,-0.39393940420190177,0.5,0,-0.017185958760138217,68.5739803,0.335,2024-12-27,2026-03-27
ALC,ALCIDION GROUP LTD ORDINARY,6,-0.00890269857504846,-0.08387641031158381,0.17777779985357123,-0.5208332977619854,0.3333333333333333,0,-0.016530054644808743,91.373063,0.021666666666666667,2024-03-28,2025-05-30
BRU,BURU ENERGY ORDINARY,4,-0.008982545335652492,-0.13069535483023895,0.09000003203749607,-0.4673913598046522,0.5,0,-0.01639344262295082,50.067612,0.02,2023-06-30,2023-09-29
GPR,GEOPACIFIC RESOURCES ORDINARY,7,-0.009755114424422649,-0.07909197056516136,0.25,-0.4615383843874805,0.42857142857142855,0,-0.016511861760541948,10.939424,0.0014285714285714286,2023-06-30,2023-12-29
BVS,BRAVURA SOLUTION LTD ORDINARY,2,-0.01077271492719525,-0.32227934374099354,-0.1543624506239143,-0.4901962368580728,0.0,0,-0.01639344262295082,210.72638,0.77,2023-07-28,2023-09-29
BET,BETMAKERS TECH GROUP ORDINARY,14,-0.010976831453829683,-0.037908448267875636,0.3185185442736109,-0.44999993667006577,0.2857142857142857,0,-0.016672689138699813,98.79391378571428,1.9935714285714285,2023-06-30,2025-12-24
MYS,MYSTATE LIMITED ORDINARY,22,-0.011342137832386617,-0.024350995725560518,0.05504572721804901,-0.12618279968321167,0.2727272727272727,0,-0.016737824690742142,442.9138418181819,0.25,2023-06-30,2026-04-24
SHV,SELECT HARVESTS ORDINARY,23,-0.011747246363600975,-0.023750744740828167,0.2583120123509358,-0.4554455079381978,0.4782608695652174,0,-0.01668384340755435,516.3603926086956,4.518260869565218,2023-08-25,2026-02-27
ILU,ILUKA RESOURCES ORDINARY,30,-0.011906231836297375,-0.01602714126456851,0.1279069103359436,-0.3567708828732856,0.5,0,-0.016796095025611794,2674.7480643333333,4.572666666666667,2023-09-29,2026-04-24
ARU,ARAFURA RARE EARTHS ORDINARY,18,-0.012390079216468645,-0.03471520065989271,0.1538460891862804,-0.4137931317976915,0.4444444444444444,0,-0.016656171698041566,355.6265758888889,4.226111111111112,2024-01-25,2025-12-24
AEF,AUSTRALIAN ETHICAL ORDINARY,8,-0.012505525300016135,-0.08880155355692253,0.06543957603375394,-0.260416647491871,0.375,0,-0.01646174863387978,436.29064,0.37375,2023-06-30,2024-04-26
EVN,EVOLUTION MINING LTD ORDINARY,15,-0.012546536415155305,-0.0438906596144369,0.18181812974249645,-0.22591468163764605,0.4,0,-0.01665345524885052,7766.9391514,1.09,2023-06-30,2025-11-28
MP1,MEGAPORT LIMITED ORDINARY,5,-0.012578858525873586,-0.1471736124771962,0.17535969688250552,-0.3311069101715194,0.2,0,-0.01639344262295082,1167.3310476000001,7.328,2023-07-28,2025-04-24
WAF,WEST AFRICAN RES LTD ORDINARY,9,-0.012767432193122116,-0.07760118102341362,0.17667844999275473,-0.2773108469228578,0.1111111111111111,0,-0.01692204127938192,2014.343783111111,1.1144444444444443,2023-10-27,2025-11-28
LYC,LYNAS RARE EARTHS ORDINARY,16,-0.013318875426644443,-0.04347474540409768,0.15549412290798825,-0.30209081578621855,0.5,0,-0.01679500491835216,6852.26609825,7.051875,2024-01-25,2025-12-24
ASL,ANDEAN SILVER ORDINARY,12,-0.014499385605226534,-0.06381052479070588,0.27881040299120474,-0.42372872589032573,0.4166666666666667,0,-0.016814243845938475,132.19615816666666,0.6966666666666667,2024-12-27,2025-12-24
MIN,MINERAL RESOURCES. ORDINARY,24,-0.015467166551671723,-0.03079084297342639,0.3973699199666034,-0.4071631280195007,0.3333333333333333,0,-0.016730228650146537,8843.09134525,9.491666666666667,2024-01-25,2025-12-24
EMR,EMERALD RES NL ORDINARY,6,-0.015656665876800764,-0.14672788699072933,0.010438453263686531,-0.35449733447395815,0.16666666666666666,0,-0.017143970387687512,2600.581276,1.9633333333333332,2025-07-25,2025-12-24
BOE,BOSS ENERGY LTD ORDINARY,8,-0.015768300376244385,-0.11429866900620983,0.2513811812653045,-0.4612244302160997,0.5,0,-0.0165995183847365,1366.40696125,11.635,2023-08-25,2025-03-28
DUB,DUBBER CORP LTD ORDINARY,27,-0.015912553773156733,-0.02971725810539083,0.43750005093170086,-0.8999999813735482,0.5185185185185185,0,-0.0168307147724365,66.42584255555556,0.6025925925925926,2023-06-30,2026-04-24
ADH,ADAIRS LIMITED ORDINARY,4,-0.017694870811641904,-0.2573054284820842,0.011235914675525649,-0.4303436199621449,0.25,0,-0.016807909604519774,317.2897485,2.355,2023-11-24,2025-12-24
RSG,RESOLUTE MINING ORDINARY,5,-0.017905371934924974,-0.20408589880504507,-0.0,-0.6511629282385931,0.0,0,-0.01712448860315605,1298.720507,0.406,2025-08-29,2025-12-24
IMU,IMUGENE LIMITED ORDINARY,17,-0.01847222911205217,-0.0593512109476349,0.3400000308541682,-1.4390243652148333,0.5294117647058824,0,-0.01672204979183422,473.3665382941176,4.738235294117647,2023-06-30,2025-12-24
PDN,PALADIN ENERGY LTD ORDINARY,19,-0.019000285075819304,-0.054072739531074825,0.3785772535488695,-0.3959390322326415,0.3157894736842105,0,-0.01662647603093351,1954.463054105263,7.300526315789474,2023-06-30,2025-09-26
MME,MONEYME LIMITED ORDINARY,14,-0.019368335543623147,-0.07832468352133606,0.1875000116415324,-0.5156249727151603,0.42857142857142855,0,-0.016570409769909634,98.27056707142856,0.002857142857142857,2023-07-28,2025-06-27
BMN,BANNERMAN ENERGY LTD ORDINARY,15,-0.020277382477575982,-0.07536471249405423,0.1935484036363908,-0.4099999666213989,0.5333333333333333,0,-0.01680356080179786,477.8218854666667,2.5193333333333334,2023-06-30,2026-02-27
PPK,PPK GROUP LIMITED ORDINARY,18,-0.020454046761379973,-0.061107225915921944,0.27011495749092673,-1.1212120007987023,0.6111111111111112,0,-0.016641047681102666,79.81428483333333,0.24333333333333332,2023-06-30,2026-03-27
NXL,NUIX LIMITED ORDINARY,8,-0.020562785366312567,-0.1503528770514602,0.1249999759658692,-0.7529411385216114,0.25,0,-0.01646174863387978,721.9179362499999,0.81125,2023-06-30,2025-05-30
ABY,ADORE BEAUTY ORDINARY,22,-0.020783779580105344,-0.0516586213597851,0.6409090889386895,-0.49732617389116407,0.36363636363636365,0,-0.016776743180767995,85.41433599999999,0.97,2023-06-30,2026-04-24
DYL,DEEP YELLOW LIMITED ORDINARY,13,-0.02107170652504905,-0.09108245264807234,0.2164179655511851,-0.5412843083504573,0.46153846153846156,0,-0.016563005393236012,688.1550407692307,5.849230769230768,2023-06-30,2024-06-28
LTR,LIONTOWN RESOURCES ORDINARY,19,-0.021642651318949244,-0.05927647246918407,0.29615380383101986,-0.4957507797739724,0.3157894736842105,0,-0.016928060619889135,2434.3369409473685,7.366315789473685,2024-02-23,2026-04-24
CAT,CATAPULT GRP INT LTD ORDINARY,13,-0.02252947465706798,-0.09760492330259665,0.10878660211342595,-0.44313730806719653,0.38461538461538464,0,-0.016736204108175248,671.9699015384615,0.773076923076923,2023-06-30,2025-09-26
IXR,IONIC RARE EARTHS ORDINARY,26,-0.027761318165364406,-0.057952658682876655,0.4,-1.2500001396983893,0.5,0,-0.01663986515145009,71.79578657692308,0.09153846153846154,2023-06-30,2026-03-27
EGR,ECOGRAF LIMITED ORDINARY,13,-0.027967628659803793,-0.12368342256505348,0.2812499708961689,-1.3913043562766507,0.46153846153846156,0,-0.016845638672103876,89.01207076923077,0.2938461538461538,2024-01-25,2025-12-24
EOS,ELECTRO OPTIC SYS. ORDINARY,19,-0.033118469986640024,-0.09628350692091725,0.28180354094203675,-1.1868130532227799,0.3684210526315789,0,-0.01682239664380722,523.4279490526317,1.0321052631578946,2024-07-26,2026-04-24
SPL,STARPHARMA HOLDINGS ORDINARY,19,-0.0339146175078704,-0.09674206047454759,0.5846153528732649,-1.7200000286102295,0.47368421052631576,0,-0.016746468023062802,70.24765168421054,0.43473684210526314,2023-06-30,2025-12-24
APX,APPEN LIMITED ORDINARY,25,-0.03398794427721076,-0.07699322097618788,0.5555555502994141,-1.272727285042282,0.56,0,-0.016649722052590063,181.16064392,3.9296,2023-06-30,2026-01-30
ASM,AUSSTRATMATERIALS ORDINARY,28,-0.05113060466521433,-0.1021121631529704,0.36138615146850506,-1.6390976520341898,0.5,0,-0.01667235835898587,142.07316332142858,1.7117857142857142,2023-06-30,2025-12-24
TTT,TITOMIC LIMITED ORDINARY,21,-0.05428914930974446,-0.14724039895223334,0.3947368235304083,-1.2413792926264429,0.42857142857142855,0,-0.016793649657033265,7377.556979142857,0.08333333333333333,2024-01-25,2026-03-27
4DX,4DMEDICAL LIMITED ORDINARY,20,-0.09385412704442074,-0.2669609641593356,0.35064933456444025,-3.140350745105125,0.5,0,-0.01671374232305909,217.574364,0.05,2023-11-24,2025-12-24
SRL,SUNRISE ORDINARY,30,-0.09426647592959853,-0.17896003938169897,0.3766233751154162,-2.312321028088236,0.5333333333333333,0,-0.016681395108688133,54.347157466666665,1.3406666666666667,2023-06-30,2025-12-24
